algorithm,name,description,qgis_type
qgis:randompointsinlayerbounds,OUTPUT,Random points,sink
qgis:randompointsinsidepolygons,INPUT,Input layer,source
qgis:randompointsinsidepolygons,STRATEGY,Sampling strategy,enum
qgis:randompointsinsidepolygons,VALUE,Point count or density,number
qgis:randompointsinsidepolygons,MIN_DISTANCE,Minimum distance between points,distance
qgis:randompointsinsidepolygons,OUTPUT,Random points,sink
qgis:rastercalculator,EXPRESSION,Expression,raster_calc_expression
qgis:rastercalculator,EXTENT,Output extent,extent
qgis:rastercalculator,CRS,Output CRS,crs
qgis:rastercalculator,OUTPUT,Output,rasterDestination
qgis:rasterlayerhistogram,INPUT,Input layer,raster
qgis:rasterlayerhistogram,BAND,Band number,band
qgis:rasterlayerhistogram,BINS,number of bins,number
qgis:rasterlayerhistogram,OUTPUT,Histogram,fileDestination
qgis:regularpoints,EXTENT,Input extent,extent
qgis:regularpoints,RANDOMIZE,Apply random offset to point spacing,boolean
qgis:regularpoints,IS_SPACING,Use point spacing,boolean
qgis:regularpoints,CRS,Output layer CRS,crs
qgis:regularpoints,OUTPUT,Regular points,sink
qgis:relief,INPUT,Elevation layer,raster
qgis:relief,Z_FACTOR,Z factor,number
qgis:relief,AUTO_COLORS,Generate relief classes automatically,boolean
qgis:relief,COLORS,Relief colors,relief_colors
qgis:relief,OUTPUT,Relief,rasterDestination
qgis:relief,FREQUENCY_DISTRIBUTION,Frequency distribution,fileDestination
qgis:scatter3dplot,INPUT,Input layer,source
qgis:scatter3dplot,XFIELD,X attribute,field
qgis:scatter3dplot,YFIELD,Y attribute,field
qgis:scatter3dplot,ZFIELD,Z attribute,field
qgis:scatter3dplot,OUTPUT,Histogram,fileDestination
qgis:statisticsbycategories,INPUT,Input vector layer,source
qgis:statisticsbycategories,OUTPUT,Statistics by category,sink
qgis:texttofloat,INPUT,Input layer,source
qgis:texttofloat,FIELD,Text attribute to convert to float,field
qgis:texttofloat,OUTPUT,Float from text,sink
qgis:tilesxyzdirectory,EXTENT,Extent,extent
qgis:tilesxyzdirectory,ZOOM_MIN,Minimum zoom,number
qgis:tilesxyzdirectory,ZOOM_MAX,Maximum zoom,number
qgis:tilesxyzdirectory,DPI,DPI,number
qgis:tilesxyzdirectory,BACKGROUND_COLOR,Background color,color
qgis:tilesxyzdirectory,TILE_FORMAT,Tile format,enum
qgis:tilesxyzdirectory,METATILESIZE,Metatile size,number
qgis:tilesxyzdirectory,TILE_WIDTH,Tile width,number
qgis:tilesxyzdirectory,TILE_HEIGHT,Tile height,number
qgis:tilesxyzdirectory,OUTPUT_DIRECTORY,Output directory,folderDestination
qgis:tilesxyzmbtiles,EXTENT,Extent,extent
qgis:tilesxyzmbtiles,ZOOM_MIN,Minimum zoom,number
qgis:tilesxyzmbtiles,ZOOM_MAX,Maximum zoom,number
qgis:tilesxyzmbtiles,DPI,DPI,number
qgis:tilesxyzmbtiles,BACKGROUND_COLOR,Background color,color
qgis:tilesxyzmbtiles,TILE_FORMAT,Tile format,enum
qgis:tilesxyzmbtiles,METATILESIZE,Metatile size,number
qgis:tininterpolation,METHOD,Interpolation method,enum
qgis:tininterpolation,EXTENT,Extent,extent
qgis:tininterpolation,PIXEL_SIZE,Output raster size,number
qgis:tininterpolation,OUTPUT,Interpolated,rasterDestination
qgis:tininterpolation,TRIANGULATION,Triangulation,sink
qgis:topologicalcoloring,INPUT,Input layer,source
qgis:topologicalcoloring,MIN_COLORS,Minimum number of colors,number
qgis:topologicalcoloring,MIN_DISTANCE,Minimum distance between features,distance
qgis:topologicalcoloring,BALANCE,Balance color assignment,enum
qgis:topologicalcoloring,OUTPUT,Colored,sink
qgis:vectorlayerhistogram,INPUT,Input layer,source
qgis:vectorlayerhistogram,FIELD,Attribute,field
qgis:vectorlayerhistogram,BINS,number of bins,number
qgis:vectorlayerhistogram,OUTPUT,Histogram,fileDestination
qgis:vectorlayerscatterplot,INPUT,Input layer,source
qgis:vectorlayerscatterplot,XFIELD,X attribute,field
qgis:vectorlayerscatterplot,YFIELD,Y attribute,field
qgis:vectorlayerscatterplot,OUTPUT,Scatterplot,fileDestination
qgis:voronoipolygons,INPUT,Input layer,source
qgis:voronoipolygons,OUTPUT,Voronoi polygons,sink
saga:accumulatedcost,DEST_TYPE,Input Type of Destinations,enum
saga:accumulatedcost,DEST_POINTS,Destinations,source
saga:accumulatedcost,DEST_GRID,Destinations,raster
saga:accumulatedcost,COST,Local Cost,raster
saga:accumulatedcost,DIR_MAXCOST,Direction of Maximum Cost,raster
saga:accumulatedcost,DIR_UNIT,Units of Direction,enum
saga:accumulatedcost,DIR_K,K Factor,number
saga:accumulatedcost,ACCUMULATED,Accumulated Cost,rasterDestination
saga:accumulatedcost,ALLOCATION,Allocation,rasterDestination
saga:accumulatedcost,THRESHOLD,Threshold for different route,number
saga:accumulatedcostanisotropic,COST,Cost Grid,raster
saga:accumulatedcostanisotropic,DIRECTION,Direction of max cost,raster
saga:accumulatedcostanisotropic,POINTS,Destination Points,raster
saga:accumulatedcostanisotropic,K,k factor,number
saga:accumulatedcostanisotropic,THRESHOLD,Threshold for different route,number
saga:accumulatedcostanisotropic,ACCCOST,Accumulated Cost,rasterDestination
saga:accumulatedcostisotropic,COST,Cost Grid,raster
saga:accumulatedcostisotropic,POINTS,Destination Points,raster
saga:accumulatedcostisotropic,THRESHOLD,Threshold for different route,number
saga:accumulatedcostisotropic,ACCCOST,Accumulated Cost,rasterDestination
saga:accumulatedcostisotropic,CLOSESTPT,Closest Point,rasterDestination
saga:accumulationfunctions,SURFACE,Surface,raster
saga:accumulationfunctions,INPUT,Input,raster
saga:accumulationfunctions,STATE_IN,State t,raster
saga:accumulationfunctions,CONTROL,Operation Control,raster
saga:accumulationfunctions,CTRL_LINEAR,Linear Flow Control Grid,raster
saga:accumulationfunctions,FLUX,Flux,rasterDestination
saga:accumulationfunctions,OPERATION,Operation,enum
saga:accumulationfunctions,LINEAR,Switch to Linear Flow,boolean
saga:accumulationfunctions,THRES_LINEAR,Threshold Linear Flow,number
saga:addcoordinatestopoints,INPUT,Points,source
saga:addcoordinatestopoints,OUTPUT,Points with coordinates,vectorDestination
saga:addindicatorfieldsforcategories,TABLE,Table,source
saga:addindicatorfieldsforcategories,FIELD,Categories,field
saga:addpointattributestopolygons,INPUT,Polygons,source
saga:addpointattributestopolygons,POINTS,Points,source
saga:addpointattributestopolygons,FIELDS,Attributes,field
saga:addpointattributestopolygons,ADD_LOCATION_INFO,Add location info,boolean
saga:addpointattributestopolygons,OUTPUT,Result,vectorDestination
saga:addpolygonattributestopoints,INPUT,Points,source
saga:addpolygonattributestopoints,POLYGONS,Polygons,source
saga:addpolygonattributestopoints,FIELDS,Attribute,field
saga:addpolygonattributestopoints,OUTPUT,Result,vectorDestination
saga:addrastervaluestofeatures,SHAPES,Shapes,source
saga:addrastervaluestofeatures,GRIDS,Grids,multilayer
saga:addrastervaluestofeatures,RESAMPLING,Interpolation,enum
saga:addrastervaluestofeatures,RESULT,Result,vectorDestination
saga:addrastervaluestopoints,SHAPES,Points,source
saga:addrastervaluestopoints,GRIDS,Grids,multilayer
saga:addrastervaluestopoints,RESAMPLING,Interpolation,enum
saga:addrastervaluestopoints,RESULT,Result,vectorDestination
saga:aggregate,INPUT,Grid,raster
saga:aggregate,SIZE,Aggregation Size,number
saga:aggregate,METHOD,Method,enum
saga:aggregatepointobservations,REFERENCE,Reference Points,source
saga:aggregatepointobservations,REFERENCE_ID,ID,field
saga:aggregatepointobservations,OBSERVATIONS,Observations,source
saga:aggregatepointobservations,X,X,field
saga:aggregatepointobservations,Y,Y,field
saga:aggregatepointobservations,TRACK,Track,field
saga:aggregatepointobservations,DATE,Date,field
saga:aggregatepointobservations,TIME,Time,field
saga:aggregatepointobservations,PARAMETER,Parameter,field
saga:aggregatepointobservations,EPS_SPACE,Maximum Distance,number
saga:aggregatepointobservations,AGGREGATED,Aggregated,vectorDestination
saga:aggregationindex,INPUT,Input Grid,raster
saga:aggregationindex,MAXNUMCLASS,Max. Number of Classes,number
saga:aggregationindex,RESULT,Result,vectorDestination
saga:analyticalhierarchyprocess,GRIDS,Input Grids,multilayer
saga:analyticalhierarchyprocess,TABLE,Pairwise Comparisons Table,source
saga:analyticalhierarchyprocess,OUTPUT,Output Grid,rasterDestination
saga:analyticalhillshading,ELEVATION,Elevation,raster
saga:analyticalhillshading,METHOD,Shading Method,enum
saga:analyticalhillshading,EXAGGERATION,Exaggeration,number
saga:analyticalhillshading,SHADE,Analytical Hillshading,rasterDestination
saga:angmap,DEM,Elevation,raster
saga:angmap,E,Angle,rasterDestination
saga:angmap,F,CL dipdir,rasterDestination
saga:angmap,G,CL dip,rasterDestination
saga:angulardistanceweighted,SHAPES,Points,source
saga:angulardistanceweighted,FIELD,Attribute,field
saga:angulardistanceweighted,TARGET_DEFINITION,Target Grid System,enum
saga:angulardistanceweighted,TARGET_USER_SIZE,Cellsize,number
saga:angulardistanceweighted,TARGET_USER_XMIN,Left,number
saga:angulardistanceweighted,TARGET_USER_XMAX,Right,number
saga:angulardistanceweighted,TARGET_USER_YMIN,Bottom,number
saga:angulardistanceweighted,TARGET_USER_YMAX,Top,number
saga:angulardistanceweighted,TARGET_USER_FITS,Fit,enum
saga:angulardistanceweighted,TARGET_TEMPLATE,Target System,raster
saga:angulardistanceweighted,TARGET_OUT_GRID,Target Grid,rasterDestination
saga:angulardistanceweighted,SEARCH_RANGE,Search Range,enum
saga:angulardistanceweighted,SEARCH_RADIUS,Maximum Search Distance,number
saga:angulardistanceweighted,SEARCH_POINTS_ALL,Number of Points,enum
saga:angulardistanceweighted,SEARCH_POINTS_MIN,Minimum,number
saga:angulardistanceweighted,SEARCH_POINTS_MAX,Maximum,number
saga:angulardistanceweighted,SEARCH_DIRECTION,Direction,enum
saga:angulardistanceweighted,DW_WEIGHTING,Weighting Function,enum
saga:angulardistanceweighted,DW_IDW_POWER,Inverse Distance Weighting Power,number
saga:angulardistanceweighted,DW_IDW_OFFSET,Inverse Distance Offset,boolean
saga:angulardistanceweighted,DW_BANDWIDTH,Gaussian and Exponential Weighting Bandwidth,number
saga:artificialneuralnetworkclassificationopencv,FEATURES,Features,multilayer
saga:artificialneuralnetworkclassificationopencv,NORMALIZE,Normalize,boolean
saga:artificialneuralnetworkclassificationopencv,TRAIN_AREAS,Training Areas,source
saga:artificialneuralnetworkclassificationopencv,TRAIN_CLASS,Class Identifier,source
saga:artificialneuralnetworkclassificationopencv,CLASSES,Classification,rasterDestination
saga:artificialneuralnetworkclassificationopencv,ANN_LAYERS,Number of Layers,number
saga:artificialneuralnetworkclassificationopencv,ANN_NEURONS,Number of Neurons,number
saga:artificialneuralnetworkclassificationopencv,ANN_MAXITER,Maximum Number of Iterations,number
saga:artificialneuralnetworkclassificationopencv,ANN_ACTIVATION,Activation Function,enum
saga:artificialneuralnetworkclassificationopencv,ANN_PROPAGATION,Training Method,enum
saga:artificialneuralnetworkclassificationopencv,ANN_RP_DW0,Initial Update Value,number
saga:artificialneuralnetworkclassificationopencv,ANN_RP_DW_PLUS,Increase Factor,number
saga:artificialneuralnetworkclassificationopencv,ANN_RP_DW_MINUS,Decrease Factor,number
saga:artificialneuralnetworkclassificationopencv,ANN_RP_DW_MIN,Lower Value Update Limit,number
saga:artificialneuralnetworkclassificationopencv,ANN_RP_DW_MAX,Upper Value Update Limit,number
saga:artificialneuralnetworkclassificationopencv,ANN_BP_DW,Weight Gradient Term,number
saga:artificialneuralnetworkclassificationopencv,ANN_BP_MOMENT,Moment Term,number
saga:aspectslopegrid,ASPECT,Aspect,raster
saga:aspectslopegrid,SLOPE,Slope,raster
saga:aspectslopegrid,ASPECT_SLOPE,Aspect-Slope,rasterDestination
saga:aspectslopegrid,LUT,Lookup Table,source
saga:automatedcloudcoverassessment,BAND2,Landsat Band 2,raster
saga:automatedcloudcoverassessment,BAND3,Landsat Band 3,raster
saga:automatedcloudcoverassessment,BAND4,Landsat Band 4,raster
saga:automatedcloudcoverassessment,BAND5,Landsat Band 5,raster
saga:automatedcloudcoverassessment,BAND6,Landsat Band 6,raster
saga:automatedcloudcoverassessment,CLOUD,Cloud Cover,rasterDestination
saga:automatedcloudcoverassessment,FILTER,Apply post-processing filter to remove small holes,boolean
saga:automatedcloudcoverassessment,SHADOW,Include a category for cloud shadows,boolean
saga:averagewithmask1,INPUT,Input,raster
saga:averagewithmask1,MASK,Mask Grid,raster
saga:averagewithmask1,RESULT,AWM1 Grid,rasterDestination
saga:averagewithmask1,V,Mask value,number
saga:averagewithmask1,RX,Radius X,number
saga:averagewithmask1,RY,Radius Y,number
saga:averagewithmask2,INPUT,Input,raster
saga:averagewithmask2,MASK,Mask Grid,raster
saga:averagewithmask2,RESULT,AWM2 Grid,rasterDestination
saga:averagewithmask2,V,Mask value,number
saga:averagewithmask2,RX,Radius X,number
saga:averagewithmask2,RY,Radius Y,number
saga:averagewiththereshold1,INPUT,Input,raster
saga:averagewiththereshold1,RESULT,AWT Grid,rasterDestination
saga:averagewiththereshold1,RX,Radius X,number
saga:averagewiththereshold1,RY,Radius Y,number
saga:averagewiththereshold1,THRESH,Threshold,number
saga:averagewiththereshold2,INPUT,Input,raster
saga:averagewiththereshold2,RESULT,AWT Grid,rasterDestination
saga:averagewiththereshold2,RX,Radius X,number
saga:averagewiththereshold2,RY,Radius Y,number
saga:averagewiththereshold2,THRESH,Threshold,number
saga:averagewiththereshold3,INPUT,Input,raster
saga:averagewiththereshold3,RESULT,AWT Grid,rasterDestination
saga:averagewiththereshold3,RX,Radius X,number
saga:averagewiththereshold3,RY,Radius Y,number
saga:averagewiththereshold3,THRESH,Threshold,number
saga:basicterrainanalysis,ELEVATION,Elevation,raster
saga:basicterrainanalysis,SHADE,Analytical Hillshading,rasterDestination
saga:basicterrainanalysis,SLOPE,Slope,rasterDestination
saga:basicterrainanalysis,ASPECT,Aspect,rasterDestination
saga:basicterrainanalysis,HCURV,Plan Curvature,rasterDestination
saga:basicterrainanalysis,VCURV,Profile Curvature,rasterDestination
saga:basicterrainanalysis,CONVERGENCE,Convergence Index,rasterDestination
saga:basicterrainanalysis,SINKS,Closed Depressions,rasterDestination
saga:basicterrainanalysis,FLOW,Total Catchment Area,rasterDestination
saga:basicterrainanalysis,WETNESS,Topographic Wetness Index,rasterDestination
saga:basicterrainanalysis,LSFACTOR,LS-Factor,rasterDestination
saga:basicterrainanalysis,CHANNELS,Channel Network,vectorDestination
saga:basicterrainanalysis,BASINS,Drainage Basins,vectorDestination
saga:basicterrainanalysis,CHNL_BASE,Channel Network Base Level,rasterDestination
saga:basicterrainanalysis,CHNL_DIST,Channel Network Distance,rasterDestination
saga:basicterrainanalysis,VALL_DEPTH,Valley Depth,rasterDestination
saga:basicterrainanalysis,RSP,Relative Slope Position,rasterDestination
saga:basicterrainanalysis,THRESHOLD,Channel Density,number
saga:binaryerosionreconstruction,INPUT_GRID,Input Grid,raster
saga:binaryerosionreconstruction,OUTPUT_GRID,Output Grid,rasterDestination
saga:bioclimaticvariables,TMEAN,Mean Temperature,multilayer
saga:bioclimaticvariables,TMIN,Minimum Temperature,multilayer
saga:bioclimaticvariables,TMAX,Maximum Temperature,multilayer
saga:bioclimaticvariables,P,Precipitation,multilayer
saga:bioclimaticvariables,BIO_01,Annual Mean Temperature,rasterDestination
saga:bioclimaticvariables,BIO_02,Mean Diurnal Range,rasterDestination
saga:bioclimaticvariables,BIO_03,Isothermality,rasterDestination
saga:bioclimaticvariables,BIO_04,Temperature Seasonality,rasterDestination
saga:bioclimaticvariables,BIO_05,Maximum Temperature of Warmest Month,rasterDestination
saga:bioclimaticvariables,BIO_06,Minimum Temperature of Coldest Month,rasterDestination
saga:bioclimaticvariables,BIO_07,Temperature Annual Range,rasterDestination
saga:bioclimaticvariables,BIO_08,Mean Temperature of Wettest Quarter,rasterDestination
saga:bioclimaticvariables,BIO_09,Mean Temperature of Driest Quarter,rasterDestination
saga:bioclimaticvariables,BIO_10,Mean Temperature of Warmest Quarter,rasterDestination
saga:bioclimaticvariables,BIO_11,Mean Temperature of Coldest Quarter,rasterDestination
saga:bioclimaticvariables,BIO_12,Annual Precipitation,rasterDestination
saga:bioclimaticvariables,BIO_13,Precipitation of Wettest Month,rasterDestination
saga:bioclimaticvariables,BIO_14,Precipitation of Driest Month,rasterDestination
saga:bioclimaticvariables,BIO_15,Precipitation Seasonality,rasterDestination
saga:bioclimaticvariables,BIO_16,Precipitation of Wettest Quarter,rasterDestination
saga:bioclimaticvariables,BIO_17,Precipitation of Driest Quarter,rasterDestination
saga:bioclimaticvariables,BIO_18,Precipitation of Warmest Quarter,rasterDestination
